current_balance,days_since,is_Auto & Transport,is_Education,is_Entertainment,is_Food & Dining,is_Health & Fitness,is_Pets,is_Taxes,is_Travel,is_Uncategorized,is_Utilities
38978.9,34,0,0,0,0,0,0,0,1,0,0
6922.69,186,0,0,0,0,1,0,0,0,0,0
30798.96,30110,0,0,0,0,0,0,1,0,0,0
44843.96,54,0,0,0,0,0,0,0,0,0,1
28617.73,84,0,1,0,0,0,0,0,0,0,0
14723.38,58,1,0,0,0,0,0,0,0,0,0
33789.24,295,0,0,0,1,0,0,0,0,0,0
18462.72,250,0,0,0,0,0,0,0,1,0,0
27448.73,30063,0,0,0,0,0,0,1,0,0,0
36241.57,300,0,0,0,0,0,0,0,0,0,1
35828.62,30328,0,0,0,0,0,0,0,0,1,0
43851.54,184,0,0,0,0,1,0,0,0,0,0
28491.42,127,0,0,0,0,0,1,0,0,0,0
5885.15,118,0,0,0,0,0,1,0,0,0,0
5216.75,30000,0,0,0,0,0,0,0,0,1,0
17883.85,30179,0,0,0,0,0,0,0,1,0,0
4800.87,150,0,1,0,0,0,0,0,0,0,0
45637.91,56,0,0,0,0,0,0,1,0,0,0
9961.32,327,0,0,1,0,0,0,0,0,0,0
426.07,350,0,0,0,0,0,0,0,0,0,1
44050.48,120,0,1,0,0,0,0,0,0,0,0
49589.9,30316,0,0,0,0,0,0,0,0,1,0
10951.75,30302,0,0,0,0,0,0,1,0,0,0
23205.54,29,0,0,0,0,0,0,0,1,0,0
34791.16,30165,0,0,0,0,0,0,0,0,1,0
3474.34,326,1,0,0,0,0,0,0,0,0,0
724.43,24,0,0,0,1,0,0,0,0,0,0
45642.06,157,0,0,0,0,0,0,0,1,0,0
31071.55,328,0,0,1,0,0,0,0,0,0,0
21780.4,41,0,0,0,0,1,0,0,0,0,0
13197.92,129,0,0,0,0,0,0,0,0,0,1
7628.72,220,0,1,0,0,0,0,0,0,0,0
16757.66,14,0,0,0,1,0,0,0,0,0,0
1199.47,280,0,0,0,0,0,0,0,0,0,1
45667.81,32,0,0,0,0,0,0,0,0,1,0
17632.25,30261,0,0,0,0,0,0,0,0,1,0
31632.18,301,0,0,0,0,0,1,0,0,0,0
29538.4,329,0,0,0,0,0,1,0,0,0,0
1949.57,35,0,0,0,0,0,0,0,1,0,0
18326.34,303,0,0,0,1,0,0,0,0,0,0
44900.99,135,0,0,0,0,0,1,0,0,0,0
6438.08,30109,0,0,0,0,0,0,0,0,1,0
48614.68,11,0,0,0,0,0,0,0,0,0,1
1717.17,185,1,0,0,0,0,0,0,0,0,0
44001.82,246,1,0,0,0,0,0,0,0,0,0
41806.74,258,0,0,0,0,0,0,0,1,0,0
14291.91,139,0,0,0,0,0,0,0,0,0,1
6242.12,193,1,0,0,0,0,0,0,0,0,0
40533.6,306,0,0,0,0,0,0,0,0,0,1
25378.53,348,0,0,0,0,0,0,0,1,0,0
32659.18,30119,0,0,0,0,0,0,0,0,1,0
37375.84,328,0,0,0,0,0,0,0,1,0,0
37511.6,44,0,0,0,0,0,1,0,0,0,0
12491.16,40,0,0,0,1,0,0,0,0,0,0
25517.95,310,0,0,0,0,0,1,0,0,0,0
49552.41,300,0,1,0,0,0,0,0,0,0,0
42268.11,246,0,0,1,0,0,0,0,0,0,0
22609.41,221,0,0,0,1,0,0,0,0,0,0
11614.92,161,0,1,0,0,0,0,0,0,0,0
653.68,316,1,0,0,0,0,0,0,0,0,0
27833.38,30033,0,0,0,0,0,0,0,1,0,0
15416.17,137,0,0,0,0,0,0,0,1,0,0
10103.53,256,0,0,0,0,1,0,0,0,0,0
39274.57,218,0,0,0,0,0,1,0,0,0,0
28067.22,327,0,1,0,0,0,0,0,0,0,0
7212.66,14,1,0,0,0,0,0,0,0,0,0
2043.7,59,0,0,0,0,0,1,0,0,0,0
31982.25,162,0,1,0,0,0,0,0,0,0,0
48233.13,30067,0,0,0,0,0,0,0,0,1,0
37499.17,194,0,0,0,0,0,0,0,0,0,1
20215.84,321,0,0,1,0,0,0,0,0,0,0
44578.66,287,0,1,0,0,0,0,0,0,0,0
19120.12,30092,0,0,0,0,0,0,1,0,0,0
5103.09,17,0,0,0,0,1,0,0,0,0,0
14565.37,308,0,0,0,0,0,0,1,0,0,0
19625.22,120,0,0,0,0,0,0,0,0,0,1
15690.94,124,1,0,0,0,0,0,0,0,0,0
46822.82,31,0,1,0,0,0,0,0,0,0,0
28508.99,284,0,1,0,0,0,0,0,0,0,0
24028.91,58,0,0,0,1,0,0,0,0,0,0
18191.36,93,0,1,0,0,0,0,0,0,0,0
18248.93,175,0,0,0,0,0,0,1,0,0,0
49350.44,30079,0,0,0,0,0,0,0,0,1,0
11896.82,78,0,0,0,0,0,0,1,0,0,0
23815.26,10,0,0,0,0,0,0,0,0,0,1
18752.06,48,0,0,0,0,0,1,0,0,0,0
11041.25,288,0,0,0,0,0,1,0,0,0,0
27939.76,30102,0,0,0,0,0,0,1,0,0,0
40012.83,94,0,0,0,0,0,1,0,0,0,0
7927.35,288,0,0,1,0,0,0,0,0,0,0
31319.39,188,0,0,0,0,0,1,0,0,0,0
1479.14,30057,0,0,0,0,0,0,0,0,1,0
20781.11,30276,0,0,0,0,0,0,0,0,1,0
2972.1,123,1,0,0,0,0,0,0,0,0,0
39071.73,30222,0,0,0,0,0,0,0,0,1,0
49385.79,353,0,0,0,0,0,1,0,0,0,0
13400.59,136,0,0,0,0,0,0,1,0,0,0
31202.19,327,0,0,0,0,1,0,0,0,0,0
5265.23,320,0,0,0,0,0,1,0,0,0,0
19353.84,67,0,0,0,0,0,0,0,0,0,1
22919.96,95,1,0,0,0,0,0,0,0,0,0
35494.13,93,0,1,0,0,0,0,0,0,0,0
30863.88,167,0,0,0,0,0,1,0,0,0,0
2850.88,86,0,0,0,0,0,0,0,0,0,1
16116.03,301,0,0,1,0,0,0,0,0,0,0
47710.84,205,0,0,1,0,0,0,0,0,0,0
16157.06,36,0,0,0,0,0,0,0,1,0,0
36356.49,224,0,0,0,0,0,0,0,0,0,1
9394.88,138,0,0,0,0,0,1,0,0,0,0
16065.77,30095,0,0,0,0,0,0,0,0,1,0
1664.89,145,0,0,0,0,0,1,0,0,0,0
49938.96,30233,0,0,0,0,0,0,0,0,1,0
37026.05,96,1,0,0,0,0,0,0,0,0,0
47459.19,299,0,0,1,0,0,0,0,0,0,0
1700.83,191,0,1,0,0,0,0,0,0,0,0
49961.14,218,0,0,0,0,0,0,0,0,0,1
30261.76,155,0,1,0,0,0,0,0,0,0,0
14925.17,80,0,0,0,0,0,0,0,0,0,1
6893.91,30347,0,0,0,0,0,0,0,1,0,0
33174.93,10,0,0,1,0,0,0,0,0,0,0
3087.49,322,0,0,0,0,0,0,0,0,0,1
1855.43,138,0,0,0,0,1,0,0,0,0,0
17158.82,30360,0,0,0,0,0,0,0,0,1,0
4518.68,335,0,0,0,0,1,0,0,0,0,0
43530.04,260,0,0,0,1,0,0,0,0,0,0
8883.41,128,0,0,0,1,0,0,0,0,0,0
22830.34,340,0,0,0,1,0,0,0,0,0,0
22229.05,346,0,0,0,0,0,0,0,0,0,1
31269.86,74,1,0,0,0,0,0,0,0,0,0
44146.31,203,0,0,0,0,0,0,0,0,0,1
42147.03,223,0,0,0,0,0,1,0,0,0,0
1549.05,53,1,0,0,0,0,0,0,0,0,0
13137.64,30363,0,0,0,0,0,0,1,0,0,0
27672.24,288,1,0,0,0,0,0,0,0,0,0
4824.1,106,0,0,0,0,0,0,1,0,0,0
15459.63,260,0,0,0,0,1,0,0,0,0,0
33657.04,265,0,0,0,1,0,0,0,0,0,0
6582.03,118,0,0,1,0,0,0,0,0,0,0
16561.33,23,0,0,0,0,0,1,0,0,0,0
20034.72,131,0,1,0,0,0,0,0,0,0,0
20334.01,30306,0,0,0,0,0,0,0,0,1,0
10514.76,23,0,0,0,1,0,0,0,0,0,0
6782.51,185,0,0,0,0,0,0,1,0,0,0
23759.45,130,0,1,0,0,0,0,0,0,0,0
43602.67,40,0,0,0,0,0,0,0,0,0,1
36266.7,2,0,0,0,1,0,0,0,0,0,0
31649.43,15,0,1,0,0,0,0,0,0,0,0
38020.84,183,1,0,0,0,0,0,0,0,0,0
37092.47,255,0,0,1,0,0,0,0,0,0,0
48483.09,72,0,0,0,0,0,0,1,0,0,0
3176.17,30233,0,0,0,0,0,0,0,0,1,0
32493.8,30033,0,0,0,0,0,0,0,1,0,0
4288.64,30349,0,0,0,0,0,0,0,0,1,0
15118.45,205,0,0,0,0,0,1,0,0,0,0
4016.85,236,0,1,0,0,0,0,0,0,0,0
37495.01,277,0,1,0,0,0,0,0,0,0,0
28190.96,139,0,0,0,1,0,0,0,0,0,0
18483.3,317,0,0,0,0,0,0,0,1,0,0
14997.16,11,1,0,0,0,0,0,0,0,0,0
35295.91,337,0,0,0,0,0,0,1,0,0,0
45018.89,200,0,0,0,1,0,0,0,0,0,0
19281.8,242,0,0,1,0,0,0,0,0,0,0
32965.71,240,1,0,0,0,0,0,0,0,0,0
46199.47,88,1,0,0,0,0,0,0,0,0,0
17957.97,354,0,0,0,0,0,1,0,0,0,0
16846.41,83,0,0,0,0,0,0,0,0,0,1
25509.61,331,0,1,0,0,0,0,0,0,0,0
22922.55,355,0,0,0,0,0,0,0,0,0,1
38308.63,339,0,1,0,0,0,0,0,0,0,0
12141.48,190,0,1,0,0,0,0,0,0,0,0
5941.87,215,0,0,0,0,0,0,1,0,0,0
46023.1,163,0,0,0,1,0,0,0,0,0,0
46841.27,151,0,0,0,1,0,0,0,0,0,0
34938.85,278,1,0,0,0,0,0,0,0,0,0
10429.67,362,0,0,1,0,0,0,0,0,0,0
18049.96,258,0,0,0,0,0,1,0,0,0,0
34752.39,30249,0,0,0,0,0,0,0,1,0,0
8247.33,221,0,0,1,0,0,0,0,0,0,0
26991.07,292,0,0,0,0,1,0,0,0,0,0
12060.54,284,0,0,0,0,0,0,1,0,0,0
709.51,56,0,0,0,0,0,1,0,0,0,0
47000.47,30104,0,0,0,0,0,0,0,0,1,0
41926.86,4,0,1,0,0,0,0,0,0,0,0
46302.14,310,0,0,1,0,0,0,0,0,0,0
27323.34,116,0,1,0,0,0,0,0,0,0,0
49150.76,117,0,1,0,0,0,0,0,0,0,0
22953.16,331,1,0,0,0,0,0,0,0,0,0
14363.29,52,0,0,0,0,0,1,0,0,0,0
21714.8,30099,0,0,0,0,0,0,0,1,0,0
45651.73,30149,0,0,0,0,0,0,0,1,0,0
49176.19,67,0,1,0,0,0,0,0,0,0,0
8178.29,208,0,0,0,0,1,0,0,0,0,0
31468.13,30134,0,0,0,0,0,0,0,1,0,0
22817.41,29,0,0,0,1,0,0,0,0,0,0
49022.96,30301,0,0,0,0,0,0,0,0,1,0
15870.81,30087,0,0,0,0,0,0,0,0,1,0
39339.61,25,0,1,0,0,0,0,0,0,0,0
26508.74,306,0,0,0,0,0,0,1,0,0,0
41186.49,123,0,1,0,0,0,0,0,0,0,0
41909.6,284,0,0,0,0,0,1,0,0,0,0
38864.47,247,0,0,0,0,0,1,0,0,0,0
38027.15,195,0,0,0,0,1,0,0,0,0,0
29203.6,221,0,0,0,0,0,1,0,0,0,0
14856.54,128,0,0,0,0,0,0,0,1,0,0
44841.37,118,0,0,0,0,1,0,0,0,0,0
46369.37,230,0,0,0,0,0,0,0,0,1,0
3888.25,30241,0,0,0,0,0,0,1,0,0,0
12687.44,148,1,0,0,0,0,0,0,0,0,0
10742.3,106,0,0,0,0,0,0,1,0,0,0
28071.08,58,0,1,0,0,0,0,0,0,0,0
8427.98,32,0,0,0,0,0,0,0,0,0,1
26403.22,139,0,0,0,0,0,0,1,0,0,0
24288.06,30131,0,0,0,0,0,0,0,0,1,0
28274.31,253,1,0,0,0,0,0,0,0,0,0
24502.01,318,0,0,0,0,0,1,0,0,0,0
27923.6,39,1,0,0,0,0,0,0,0,0,0
41183.63,117,0,0,0,0,0,0,1,0,0,0
39502.77,1,0,0,0,1,0,0,0,0,0,0
4239.9,357,0,0,0,0,0,1,0,0,0,0
17091.77,187,0,0,0,0,0,1,0,0,0,0
28694.29,287,0,0,0,0,0,0,0,1,0,0
10414.07,168,0,1,0,0,0,0,0,0,0,0
3762.4,123,0,0,0,0,0,0,1,0,0,0
48547.01,30226,0,0,0,0,0,0,0,0,1,0
44577.5,30255,0,0,0,0,0,0,0,0,1,0
2481.54,30343,0,0,0,0,0,0,0,1,0,0
28026.58,5,0,0,0,1,0,0,0,0,0,0
2016.8,144,0,0,0,0,0,1,0,0,0,0
3524.7,319,0,0,0,0,0,1,0,0,0,0
39779.86,34,0,0,0,0,0,0,0,0,0,1
10910.65,187,0,0,0,0,0,0,1,0,0,0
11305.73,30004,0,0,0,0,0,0,0,1,0,0
232.04,346,0,0,0,0,1,0,0,0,0,0
18606.01,49,0,0,0,0,0,0,0,0,0,1
45589.82,41,0,0,0,0,0,0,0,0,0,1
25108.0,30043,0,0,0,0,0,0,0,1,0,0
24470.08,30343,0,0,0,0,0,0,0,1,0,0
528.34,277,0,0,0,0,0,0,1,0,0,0
7167.51,61,1,0,0,0,0,0,0,0,0,0
23674.85,211,0,0,0,0,0,0,1,0,0,0
41791.66,161,0,0,0,0,0,1,0,0,0,0
9925.45,244,0,0,0,0,0,1,0,0,0,0
49635.06,207,0,0,0,0,0,0,0,0,0,1
39945.12,229,0,0,0,0,0,1,0,0,0,0
46563.88,359,0,0,0,0,0,0,1,0,0,0
7325.17,155,1,0,0,0,0,0,0,0,0,0
23974.11,30133,0,0,0,0,0,0,0,0,1,0
9407.42,84,1,0,0,0,0,0,0,0,0,0
34603.37,175,0,0,1,0,0,0,0,0,0,0
49272.8,148,0,0,0,1,0,0,0,0,0,0
13853.04,323,0,0,0,1,0,0,0,0,0,0
11308.16,34,0,1,0,0,0,0,0,0,0,0
21589.09,227,0,0,1,0,0,0,0,0,0,0
19309.35,30106,0,0,0,0,0,0,0,0,1,0
2420.97,330,0,0,0,0,0,0,0,0,0,1
36475.71,181,0,0,0,0,0,1,0,0,0,0
831.97,157,0,0,0,0,1,0,0,0,0,0
1133.27,356,0,0,0,0,0,0,0,0,0,1
13385.51,227,0,0,0,0,1,0,0,0,0,0
22661.59,359,0,0,0,0,1,0,0,0,0,0
10565.8,108,0,0,1,0,0,0,0,0,0,0
47090.17,180,0,0,0,0,1,0,0,0,0,0
30444.31,337,0,0,0,1,0,0,0,0,0,0
38675.34,98,0,0,0,0,0,0,1,0,0,0
47325.48,100,0,0,0,0,0,1,0,0,0,0
29526.77,39,0,0,0,0,0,0,1,0,0,0
6077.05,197,0,0,0,0,1,0,0,0,0,0
19702.98,23,0,0,0,0,0,1,0,0,0,0
17220.8,64,0,0,1,0,0,0,0,0,0,0
3501.37,150,0,0,0,1,0,0,0,0,0,0
6204.13,190,0,0,0,0,0,0,0,0,0,1
1581.37,93,0,0,0,0,1,0,0,0,0,0
6740.45,245,0,0,0,0,0,1,0,0,0,0
35440.31,346,0,0,0,1,0,0,0,0,0,0
934.42,30256,0,0,0,0,0,0,0,0,1,0
8173.4,190,0,0,0,0,1,0,0,0,0,0
29766.92,274,0,0,0,0,0,0,1,0,0,0
36286.55,221,1,0,0,0,0,0,0,0,0,0
14364.99,124,0,0,0,0,0,0,1,0,0,0
37143.9,167,0,0,0,0,1,0,0,0,0,0
46395.58,73,1,0,0,0,0,0,0,0,0,0
9065.65,191,0,0,0,0,0,0,0,0,0,1
44379.44,215,0,0,1,0,0,0,0,0,0,0
9164.67,207,0,0,0,0,0,0,0,0,1,0
34495.65,300,0,0,0,0,0,0,0,0,0,1
19717.04,45,0,1,0,0,0,0,0,0,0,0
21305.57,314,1,0,0,0,0,0,0,0,0,0
42842.8,30031,0,0,0,0,0,0,0,1,0,0
13610.29,275,0,1,0,0,0,0,0,0,0,0
8450.07,362,0,0,1,0,0,0,0,0,0,0
31747.69,49,0,0,1,0,0,0,0,0,0,0
21734.73,35,0,1,0,0,0,0,0,0,0,0
18276.44,331,1,0,0,0,0,0,0,0,0,0
8201.09,52,1,0,0,0,0,0,0,0,0,0
26067.7,231,0,0,0,0,1,0,0,0,0,0
21913.73,30246,0,0,0,0,0,0,1,0,0,0
39583.67,129,0,0,0,0,0,0,1,0,0,0
39506.18,38,0,0,0,0,0,0,0,1,0,0
47973.14,354,0,0,0,0,0,0,0,0,0,1
17490.16,61,0,0,0,0,0,0,1,0,0,0
18395.67,133,0,0,0,1,0,0,0,0,0,0
9060.58,276,0,0,0,0,0,0,0,0,0,1
15482.76,237,1,0,0,0,0,0,0,0,0,0
32053.32,117,0,0,0,0,0,0,0,1,0,0
30366.6,30173,0,0,0,0,0,0,0,0,1,0
16797.96,87,0,0,0,0,0,0,0,1,0,0
41018.07,310,0,1,0,0,0,0,0,0,0,0
40216.1,314,0,0,1,0,0,0,0,0,0,0
17689.8,240,0,1,0,0,0,0,0,0,0,0
19605.53,75,0,0,0,0,1,0,0,0,0,0
9829.35,349,0,1,0,0,0,0,0,0,0,0
20504.19,249,0,0,0,1,0,0,0,0,0,0
18851.82,295,0,0,0,1,0,0,0,0,0,0
38200.08,30083,0,0,0,0,0,0,0,0,1,0
19540.03,256,1,0,0,0,0,0,0,0,0,0
31005.48,30360,0,0,0,0,0,0,0,0,1,0
42954.66,205,0,0,0,0,0,1,0,0,0,0
3540.18,107,0,0,0,1,0,0,0,0,0,0
31318.22,244,1,0,0,0,0,0,0,0,0,0
40249.4,101,0,0,0,0,0,1,0,0,0,0
34542.56,325,0,0,0,0,0,0,0,0,0,1
35436.49,311,0,0,0,1,0,0,0,0,0,0
37257.08,30209,0,0,0,0,0,0,0,0,1,0
26507.52,285,0,0,0,0,1,0,0,0,0,0
7802.43,30085,0,0,0,0,0,0,0,0,1,0
36075.7,30126,0,0,0,0,0,0,0,0,1,0
19698.06,297,1,0,0,0,0,0,0,0,0,0
23307.11,30131,0,0,0,0,0,0,0,0,1,0
21946.5,8,0,0,0,0,1,0,0,0,0,0
29294.62,30105,0,0,0,0,0,0,0,1,0,0
9625.82,207,1,0,0,0,0,0,0,0,0,0
28649.66,242,0,0,0,0,0,0,1,0,0,0
41266.95,126,1,0,0,0,0,0,0,0,0,0
6019.86,104,0,0,0,0,1,0,0,0,0,0
21650.91,178,0,1,0,0,0,0,0,0,0,0
37163.91,345,0,0,0,1,0,0,0,0,0,0
49991.11,30103,0,0,0,0,0,0,0,1,0,0
45780.85,30234,0,0,0,0,0,0,0,0,1,0
11104.64,146,1,0,0,0,0,0,0,0,0,0
31883.77,3,0,1,0,0,0,0,0,0,0,0
31696.92,103,0,0,0,1,0,0,0,0,0,0
21298.65,30239,0,0,0,0,0,0,0,1,0,0
33179.44,49,0,0,0,0,0,0,0,0,0,1
37139.54,20,0,0,0,0,0,0,0,1,0,0
32376.83,229,0,0,1,0,0,0,0,0,0,0
39988.14,30168,0,0,0,0,0,0,0,0,1,0
10735.72,19,0,0,0,0,0,0,0,1,0,0
48884.0,299,0,0,0,0,0,0,0,1,0,0
32850.61,30098,0,0,0,0,0,0,0,0,1,0
47719.29,30209,0,0,0,0,0,0,0,1,0,0
39885.23,3,0,0,1,0,0,0,0,0,0,0
18613.51,254,0,0,0,0,0,0,0,0,0,1
23425.81,90,1,0,0,0,0,0,0,0,0,0
44911.05,194,0,0,0,0,0,0,1,0,0,0
8731.92,293,0,0,0,0,1,0,0,0,0,0
3816.78,303,0,0,0,0,0,0,0,0,0,1
5974.07,229,0,0,0,0,0,0,0,0,0,1
24995.72,183,0,1,0,0,0,0,0,0,0,0
40659.6,240,0,0,0,0,0,0,0,1,0,0
11083.21,114,0,0,0,1,0,0,0,0,0,0
22650.34,154,0,0,0,1,0,0,0,0,0,0
11074.49,152,0,0,0,0,1,0,0,0,0,0
20529.14,193,1,0,0,0,0,0,0,0,0,0
11524.88,241,0,0,0,0,0,0,0,1,0,0
4602.77,30045,0,0,0,0,0,0,1,0,0,0
26277.19,30307,0,0,0,0,0,0,0,0,1,0
48825.36,199,0,0,0,0,1,0,0,0,0,0
49802.36,232,1,0,0,0,0,0,0,0,0,0
33292.53,277,0,1,0,0,0,0,0,0,0,0
25208.72,103,0,0,0,0,0,1,0,0,0,0
5272.47,337,0,0,0,1,0,0,0,0,0,0
25425.21,269,0,0,0,0,1,0,0,0,0,0
28312.54,257,0,0,0,1,0,0,0,0,0,0
38062.64,117,0,0,0,0,1,0,0,0,0,0
41065.62,143,0,0,0,0,1,0,0,0,0,0
6412.76,25,0,1,0,0,0,0,0,0,0,0
16683.93,110,0,1,0,0,0,0,0,0,0,0
39080.5,188,0,0,0,0,0,0,0,1,0,0
47319.09,247,0,0,0,0,0,0,0,1,0,0
13607.75,23,0,0,0,0,0,0,0,1,0,0
18728.36,297,0,0,0,0,0,0,1,0,0,0
32853.7,268,0,0,0,0,0,0,0,0,0,1
20267.12,226,1,0,0,0,0,0,0,0,0,0
13430.66,349,0,0,0,0,0,1,0,0,0,0
42958.34,174,1,0,0,0,0,0,0,0,0,0
41150.06,364,0,0,1,0,0,0,0,0,0,0
41552.31,85,1,0,0,0,0,0,0,0,0,0
34898.8,204,0,0,0,0,0,0,0,0,0,1
28878.88,298,0,0,0,0,1,0,0,0,0,0
11547.95,287,0,0,0,0,0,1,0,0,0,0
18568.15,341,0,0,0,0,1,0,0,0,0,0
10858.23,278,0,0,0,0,0,1,0,0,0,0
45277.13,71,1,0,0,0,0,0,0,0,0,0
24154.68,261,0,0,0,0,0,0,0,0,0,1
21923.42,160,0,0,1,0,0,0,0,0,0,0
15482.97,313,0,0,0,1,0,0,0,0,0,0
35153.18,49,0,0,1,0,0,0,0,0,0,0
42189.57,30180,0,0,0,0,0,0,0,0,1,0
47552.15,248,0,0,0,0,0,0,1,0,0,0
27423.67,319,0,0,1,0,0,0,0,0,0,0
24623.53,201,1,0,0,0,0,0,0,0,0,0
5220.73,289,0,0,0,0,0,1,0,0,0,0
48127.64,279,0,0,0,0,0,1,0,0,0,0
39896.56,204,0,0,1,0,0,0,0,0,0,0
3772.5,33,0,0,1,0,0,0,0,0,0,0
24227.09,42,1,0,0,0,0,0,0,0,0,0
16522.38,30009,0,0,0,0,0,0,0,0,1,0
28032.62,30306,0,0,0,0,0,0,0,1,0,0
30273.24,30062,0,0,0,0,0,0,0,1,0,0
35556.16,216,0,1,0,0,0,0,0,0,0,0
21527.97,283,0,0,0,0,1,0,0,0,0,0
42871.93,109,0,0,0,0,0,0,1,0,0,0
33275.63,315,0,0,0,0,1,0,0,0,0,0
6400.8,51,0,0,1,0,0,0,0,0,0,0
44589.59,42,0,0,0,0,1,0,0,0,0,0
42032.15,126,0,1,0,0,0,0,0,0,0,0
25364.29,183,1,0,0,0,0,0,0,0,0,0
37899.2,30201,0,0,0,0,0,0,0,0,1,0
31890.29,92,1,0,0,0,0,0,0,0,0,0
19387.08,61,0,0,0,1,0,0,0,0,0,0
36381.17,30242,0,0,0,0,0,0,0,0,1,0
21959.05,107,0,0,0,0,0,0,0,0,0,1
44286.04,30125,0,0,0,0,0,0,0,0,1,0
30165.7,105,0,0,0,0,1,0,0,0,0,0
45668.56,30088,0,0,0,0,0,0,0,0,1,0
13679.21,296,0,0,0,0,1,0,0,0,0,0
48272.2,158,1,0,0,0,0,0,0,0,0,0
25955.36,273,0,0,0,0,0,0,0,0,0,1
9606.47,30052,0,0,0,0,0,0,0,0,1,0
11394.65,10,0,1,0,0,0,0,0,0,0,0
19683.51,99,0,0,1,0,0,0,0,0,0,0
22297.93,30071,0,0,0,0,0,0,0,1,0,0
45900.58,261,0,0,0,0,1,0,0,0,0,0
9627.57,224,0,0,1,0,0,0,0,0,0,0
31832.73,30060,0,0,0,0,0,0,0,0,1,0
48382.0,45,0,1,0,0,0,0,0,0,0,0
28895.36,295,0,0,0,1,0,0,0,0,0,0
3731.21,85,0,0,0,0,0,0,1,0,0,0
43959.34,219,0,0,0,0,1,0,0,0,0,0
36141.02,303,0,0,0,0,0,0,0,0,1,0
36176.12,210,0,0,1,0,0,0,0,0,0,0
781.19,100,0,0,0,1,0,0,0,0,0,0
22603.83,30046,0,0,0,0,0,0,0,0,1,0
20337.03,135,1,0,0,0,0,0,0,0,0,0
19228.29,30240,0,0,0,0,0,0,0,0,1,0
14548.78,256,0,0,1,0,0,0,0,0,0,0
28386.64,82,0,0,0,0,0,0,0,1,0,0
23522.32,26,0,0,1,0,0,0,0,0,0,0
2526.98,239,0,0,0,0,0,0,0,0,0,1
16324.85,263,0,1,0,0,0,0,0,0,0,0
22634.21,183,0,0,0,0,0,0,0,0,0,1
44424.68,53,1,0,0,0,0,0,0,0,0,0
35895.72,276,0,0,0,0,1,0,0,0,0,0
23858.88,85,0,0,1,0,0,0,0,0,0,0
25577.81,30202,0,0,0,0,0,0,0,0,1,0
4901.17,239,0,0,0,0,0,1,0,0,0,0
28563.68,273,0,0,0,0,0,0,0,0,0,1
22569.49,30140,0,0,0,0,0,0,0,0,1,0
42655.17,201,0,0,0,0,0,0,0,0,0,1
18533.15,213,0,0,0,0,0,1,0,0,0,0
18979.55,41,0,0,0,0,0,0,0,1,0,0
7051.8,255,0,0,1,0,0,0,0,0,0,0
17363.86,341,0,0,0,0,0,0,1,0,0,0
24916.24,57,0,1,0,0,0,0,0,0,0,0
35523.21,51,0,0,0,0,0,0,1,0,0,0
29910.09,318,0,0,0,1,0,0,0,0,0,0
24397.71,96,0,0,1,0,0,0,0,0,0,0
13106.55,30030,0,0,0,0,0,0,1,0,0,0
23637.43,347,0,0,1,0,0,0,0,0,0,0
44338.18,60,0,0,0,0,0,1,0,0,0,0
5807.61,363,1,0,0,0,0,0,0,0,0,0
33858.14,300,1,0,0,0,0,0,0,0,0,0
12860.0,99,0,1,0,0,0,0,0,0,0,0
44883.42,43,0,0,0,0,0,0,0,0,0,1
35115.48,0,0,0,0,0,0,0,0,0,0,1
40943.76,1,0,0,0,1,0,0,0,0,0,0
49424.36,334,0,0,0,1,0,0,0,0,0,0
46853.23,287,0,0,0,0,0,0,0,0,0,1
49564.79,50,0,0,0,1,0,0,0,0,0,0
23455.15,30248,0,0,0,0,0,0,0,0,1,0
15050.98,217,0,1,0,0,0,0,0,0,0,0
14327.3,108,0,0,0,0,0,0,0,0,1,0
294.85,214,0,0,0,0,0,1,0,0,0,0
1983.27,85,0,0,0,0,1,0,0,0,0,0
43458.21,230,0,0,0,0,1,0,0,0,0,0
21791.35,295,0,0,0,0,0,0,1,0,0,0
34360.41,352,0,0,0,0,0,0,0,0,0,1
2408.48,47,0,0,0,0,1,0,0,0,0,0
34675.7,30223,0,0,0,0,0,0,0,1,0,0
39836.8,273,0,0,0,0,0,0,1,0,0,0
9265.2,272,0,0,0,0,1,0,0,0,0,0
41855.96,0,0,0,0,0,1,0,0,0,0,0
25799.43,269,0,0,1,0,0,0,0,0,0,0
3672.22,319,0,0,0,0,0,0,0,0,0,1
31473.93,363,0,0,0,0,0,0,0,1,0,0
1996.38,241,0,0,0,0,0,1,0,0,0,0
2557.98,278,0,0,0,0,0,0,0,1,0,0
2484.6,302,0,0,1,0,0,0,0,0,0,0
39342.06,120,0,0,0,0,0,1,0,0,0,0
39602.54,215,1,0,0,0,0,0,0,0,0,0
36689.94,79,0,0,0,0,0,0,1,0,0,0
24608.28,30246,0,0,0,0,0,0,0,1,0,0
32181.64,120,0,0,0,0,1,0,0,0,0,0
174.59,23,0,0,0,0,1,0,0,0,0,0
15992.52,176,0,0,0,0,1,0,0,0,0,0
23833.2,30264,0,0,0,0,0,0,0,1,0,0
2510.8,30093,0,0,0,0,0,0,0,0,1,0
19033.06,182,0,0,1,0,0,0,0,0,0,0
15965.92,170,0,0,0,0,1,0,0,0,0,0
23913.43,287,0,0,1,0,0,0,0,0,0,0
1302.78,27,0,0,0,0,0,1,0,0,0,0
2254.6,30224,0,0,0,0,0,0,1,0,0,0
