trans_amount,avail_credit,account_age,is_Client Expenses,is_Office Supplies,is_Payroll,is_Rent,is_Utilities,is_Vendor Payments,"is_Agriculture, Forestry, And Fishing",is_Construction,"is_Finance, Insurance, And Real Estate",is_Retail Trade,is_Wholesale Trade,metro_encoded,income_encoded
111.41,37986.04,509,0,1,0,0,0,0,0,0,1,0,0,1964,3
1089.1,467.63,722,0,0,0,0,1,0,1,0,0,0,0,1873,0
1627.48,873.89,77,0,0,0,0,0,1,1,0,0,0,0,1688,0
1947.52,26023.16,283,0,0,0,1,0,0,0,0,0,0,1,1940,0
1230.61,9363.65,49,0,0,0,0,0,1,0,1,0,0,0,1940,2
79.32,18412.18,34,0,0,0,1,0,0,0,0,1,0,0,1940,0
1037.47,48280.55,143,0,0,0,0,0,1,0,1,0,0,0,1873,1
736.46,25278.17,497,1,0,0,0,0,0,1,0,0,0,0,1873,1
996.34,40235.27,39,0,0,1,0,0,0,0,0,0,0,1,1873,3
208.75,20118.95,176,0,1,0,0,0,0,0,0,0,1,0,1964,0
628.04,13724.26,100,0,0,0,0,1,0,0,0,1,0,0,1873,3
17.99,48901.45,214,0,0,0,0,0,1,0,0,1,0,0,1964,0
1039.21,46728.48,198,1,0,0,0,0,0,0,0,0,0,1,1964,0
465.41,9021.55,237,0,0,0,1,0,0,0,1,0,0,0,1964,2
1603.26,604.63,260,0,1,0,0,0,0,0,0,1,0,0,1940,3
846.35,38396.45,525,0,0,0,1,0,0,0,0,0,1,0,1688,0
1873.44,30581.75,448,1,0,0,0,0,0,0,0,0,1,0,1873,4
972.81,10498.38,244,1,0,0,0,0,0,0,0,0,1,0,1940,2
308.58,10210.77,547,0,0,0,0,0,1,0,0,1,0,0,1873,3
1033.12,32955.09,597,0,0,1,0,0,0,0,0,0,0,1,1940,4
1805.73,37392.63,599,0,0,0,1,0,0,0,0,0,0,1,1688,4
87.21,23027.76,40,0,1,0,0,0,0,0,1,0,0,0,1906,4
1248.97,33398.47,509,0,0,0,0,1,0,0,0,0,1,0,1940,4
1497.76,27429.38,489,0,1,0,0,0,0,0,0,0,1,0,1964,3
52.17,49984.86,11,0,0,0,1,0,0,0,0,0,1,0,1873,4
465.14,10908.34,257,0,0,0,0,0,1,0,0,1,0,0,1873,0
1611.05,48432.87,409,0,0,0,1,0,0,0,0,1,0,0,1873,1
1594.43,39679.21,82,0,0,0,1,0,0,0,0,0,1,0,1964,1
1241.93,30631.61,364,0,0,0,0,0,1,0,0,0,1,0,1873,3
1539.33,36091.68,562,0,0,0,0,0,1,0,0,1,0,0,1964,3
1410.17,24311.03,149,0,1,0,0,0,0,0,0,0,0,1,1688,4
1170.5,33239.96,309,0,0,0,1,0,0,0,0,0,1,0,1940,4
313.56,43410.05,385,1,0,0,0,0,0,1,0,0,0,0,1964,1
1026.39,37537.03,494,0,0,0,0,0,1,0,1,0,0,0,1873,4
344.53,12869.9,226,0,0,0,1,0,0,0,0,0,1,0,1964,2
1242.59,29667.72,321,0,0,1,0,0,0,0,0,0,1,0,1964,0
670.5,13461.14,432,0,0,0,1,0,0,1,0,0,0,0,1940,4
1694.14,23141.28,388,0,1,0,0,0,0,0,1,0,0,0,1940,0
68.57,45582.77,140,1,0,0,0,0,0,0,0,1,0,0,1688,3
142.88,30515.46,250,0,0,0,0,0,1,0,0,0,1,0,1964,1
1159.0,41092.07,375,1,0,0,0,0,0,0,0,1,0,0,1873,4
281.23,5657.79,316,0,0,0,0,1,0,0,0,0,0,1,1906,0
867.29,12965.9,350,0,0,0,0,0,1,0,0,0,1,0,1873,1
297.55,4319.34,263,0,0,1,0,0,0,0,0,0,1,0,1940,3
1419.14,34346.1,327,0,1,0,0,0,0,0,0,0,0,1,1906,2
741.85,11021.16,282,0,0,0,0,1,0,0,0,0,0,1,1940,2
796.52,12054.51,700,0,1,0,0,0,0,0,0,0,1,0,1906,3
439.37,24308.62,506,0,0,0,1,0,0,0,1,0,0,0,1940,3
683.35,21304.12,91,1,0,0,0,0,0,1,0,0,0,0,1964,2
652.75,25269.97,228,0,0,1,0,0,0,0,0,1,0,0,1873,2
1272.62,25645.08,99,0,0,0,1,0,0,0,0,0,1,0,1906,2
1968.12,42434.94,454,0,1,0,0,0,0,1,0,0,0,0,1906,1
1754.93,49061.92,265,0,1,0,0,0,0,0,0,0,0,1,1964,4
1094.26,2793.54,499,0,0,0,1,0,0,1,0,0,0,0,1906,4
1122.22,6731.32,285,0,0,0,0,0,1,0,0,0,0,1,1873,1
1201.23,2815.06,614,1,0,0,0,0,0,0,0,0,1,0,1906,3
228.66,20803.95,430,0,0,0,0,1,0,1,0,0,0,0,1873,1
1769.06,33797.32,433,0,0,0,0,1,0,1,0,0,0,0,1906,4
1359.58,44934.45,490,0,0,0,0,1,0,0,0,0,0,1,1964,4
411.26,25617.52,589,0,1,0,0,0,0,1,0,0,0,0,1873,1
1678.04,30915.27,395,0,0,1,0,0,0,1,0,0,0,0,1906,4
1318.58,29970.71,668,0,0,1,0,0,0,0,0,0,0,1,1940,2
858.39,4881.96,712,0,0,0,0,0,1,0,0,0,1,0,1906,3
857.66,30271.43,309,0,0,0,0,1,0,0,0,0,0,1,1873,1
1793.56,38490.17,722,0,1,0,0,0,0,0,0,1,0,0,1873,4
1084.32,46590.96,253,0,1,0,0,0,0,0,0,0,0,1,1906,3
976.94,38598.67,178,0,0,0,1,0,0,1,0,0,0,0,1940,0
707.11,32685.82,21,0,0,0,0,1,0,0,1,0,0,0,1964,1
1710.39,28218.78,167,1,0,0,0,0,0,0,0,1,0,0,1906,1
384.77,967.84,523,0,0,0,0,1,0,0,1,0,0,0,1873,4
902.49,34599.06,251,1,0,0,0,0,0,1,0,0,0,0,1873,4
1698.57,11938.72,387,0,0,0,1,0,0,0,0,0,0,1,1906,3
950.08,20254.21,548,0,0,1,0,0,0,1,0,0,0,0,1688,1
33.73,16674.2,30,0,1,0,0,0,0,0,0,1,0,0,1940,1
1116.58,46784.49,16,0,1,0,0,0,0,0,0,0,0,1,1906,3
935.14,26837.81,645,1,0,0,0,0,0,1,0,0,0,0,1964,3
551.47,3838.94,578,0,0,0,0,0,1,0,1,0,0,0,1964,0
319.88,13030.57,211,1,0,0,0,0,0,0,0,0,1,0,1906,1
780.63,41068.53,155,1,0,0,0,0,0,0,1,0,0,0,1688,1
1386.76,7882.38,727,0,0,0,0,1,0,0,1,0,0,0,1964,0
993.33,35884.4,195,0,0,1,0,0,0,0,0,1,0,0,1940,1
718.94,46593.56,625,0,0,0,0,1,0,0,0,0,1,0,1688,3
1300.22,31563.22,703,0,0,1,0,0,0,0,0,0,0,1,1873,0
465.99,48919.22,488,0,1,0,0,0,0,0,0,0,1,0,1688,1
596.59,19645.9,530,0,1,0,0,0,0,0,0,0,1,0,1940,4
155.85,2123.67,520,1,0,0,0,0,0,0,0,1,0,0,1873,2
1899.93,37312.29,125,0,0,0,0,1,0,0,1,0,0,0,1964,4
1807.42,276.07,594,0,0,0,0,0,1,0,0,1,0,0,1688,0
1639.42,12332.36,404,0,0,0,1,0,0,0,0,1,0,0,1906,2
1069.71,17395.43,100,0,1,0,0,0,0,0,0,0,1,0,1906,2
624.15,8907.67,388,0,0,0,0,0,1,0,0,0,0,1,1688,1
1968.71,14175.4,20,0,0,0,0,1,0,0,0,0,1,0,1940,0
780.59,41801.46,129,1,0,0,0,0,0,0,1,0,0,0,1873,4
1053.32,45801.58,258,1,0,0,0,0,0,0,0,0,1,0,1964,2
1255.62,23246.06,101,1,0,0,0,0,0,0,0,0,0,1,1873,3
1085.74,17685.68,611,1,0,0,0,0,0,0,0,0,0,1,1940,3
595.88,31514.18,81,0,1,0,0,0,0,0,0,0,1,0,1940,2
365.2,1554.73,356,0,0,1,0,0,0,0,0,1,0,0,1873,2
565.18,29197.92,191,0,0,0,0,1,0,1,0,0,0,0,1964,3
1863.04,34768.26,76,0,0,1,0,0,0,0,0,0,0,1,1964,3
586.82,6869.87,167,0,0,0,1,0,0,0,0,0,0,1,1688,2
1611.97,33590.29,715,1,0,0,0,0,0,0,0,1,0,0,1940,1
534.18,1369.99,367,0,0,0,0,1,0,1,0,0,0,0,1906,2
546.52,38972.17,241,0,0,0,0,0,1,0,0,0,0,1,1906,1
163.65,20614.98,702,0,1,0,0,0,0,0,0,1,0,0,1688,3
959.37,35701.88,423,0,0,0,0,1,0,1,0,0,0,0,1940,0
1026.81,38851.85,198,0,0,0,0,1,0,0,0,0,1,0,1906,1
219.07,5546.2,330,0,0,1,0,0,0,0,0,0,0,1,1964,3
1699.39,40069.79,265,0,0,1,0,0,0,0,1,0,0,0,1964,1
1329.96,21349.52,374,1,0,0,0,0,0,0,1,0,0,0,1906,3
116.49,2779.25,607,0,1,0,0,0,0,1,0,0,0,0,1688,1
455.13,27850.95,94,0,0,0,1,0,0,0,0,0,0,1,1906,2
692.36,24527.12,220,0,0,0,0,0,1,0,0,0,1,0,1906,1
1218.93,4994.65,634,0,0,0,0,0,1,0,0,0,0,1,1873,2
1660.4,925.37,698,1,0,0,0,0,0,0,1,0,0,0,1873,0
639.67,21803.03,357,0,0,0,1,0,0,0,0,0,0,1,1940,0
174.75,6583.45,37,0,1,0,0,0,0,0,0,1,0,0,1940,4
602.05,1599.93,156,1,0,0,0,0,0,0,0,0,0,1,1906,0
1137.72,4772.0,48,0,0,0,0,1,0,0,0,0,0,1,1964,2
1014.16,39547.21,277,0,0,0,0,1,0,1,0,0,0,0,1964,4
1630.68,12659.32,324,0,0,1,0,0,0,1,0,0,0,0,1964,1
462.26,17332.79,140,0,0,1,0,0,0,0,0,0,1,0,1906,3
1959.96,46208.28,501,0,0,0,0,1,0,0,1,0,0,0,1688,2
824.1,20176.17,162,1,0,0,0,0,0,1,0,0,0,0,1940,4
1558.41,49343.58,496,1,0,0,0,0,0,0,0,0,0,1,1906,1
1830.05,16163.85,429,0,0,1,0,0,0,0,0,1,0,0,1688,3
1769.14,36677.46,129,0,1,0,0,0,0,0,0,0,0,1,1873,4
566.61,5960.32,90,0,0,0,0,0,1,1,0,0,0,0,1688,4
1993.64,30956.59,389,0,0,0,0,1,0,1,0,0,0,0,1688,2
791.54,24162.37,244,0,0,1,0,0,0,0,0,0,1,0,1906,1
1686.03,11708.14,461,0,0,0,0,0,1,1,0,0,0,0,1906,0
1068.78,7682.16,408,1,0,0,0,0,0,0,0,0,1,0,1873,3
1999.2,13544.76,307,0,0,0,1,0,0,0,0,0,1,0,1688,4
1355.2,4401.2,179,0,0,0,0,0,1,1,0,0,0,0,1873,4
1832.9,32477.78,675,0,0,0,0,1,0,1,0,0,0,0,1940,1
1623.27,13349.44,397,0,0,0,1,0,0,0,1,0,0,0,1688,1
1038.97,13951.85,511,0,0,0,0,1,0,0,0,0,1,0,1964,2
1197.68,41451.09,26,0,1,0,0,0,0,0,0,0,0,1,1688,2
628.0,44832.41,651,0,0,0,0,1,0,1,0,0,0,0,1964,4
1788.98,10987.66,675,0,0,0,0,0,1,0,1,0,0,0,1906,4
888.1,5007.48,443,0,0,0,0,0,1,0,0,1,0,0,1964,0
1963.3,42261.63,720,0,0,0,0,1,0,0,0,0,0,1,1906,2
1367.0,20859.83,481,0,0,0,0,1,0,0,1,0,0,0,1688,4
95.58,3203.87,641,0,0,0,1,0,0,1,0,0,0,0,1964,0
1123.15,26232.3,174,0,0,1,0,0,0,0,0,1,0,0,1873,0
1820.45,45747.23,15,1,0,0,0,0,0,0,0,0,0,1,1940,3
73.49,15368.03,368,1,0,0,0,0,0,0,1,0,0,0,1940,3
976.74,38507.23,311,0,0,1,0,0,0,0,1,0,0,0,1873,1
249.81,25882.73,593,0,0,0,0,1,0,0,0,0,1,0,1688,4
384.66,39296.83,390,0,0,1,0,0,0,0,0,0,1,0,1940,3
419.85,40995.34,573,0,1,0,0,0,0,0,0,0,0,1,1964,4
1379.19,6961.01,11,0,0,0,0,0,1,1,0,0,0,0,1940,3
45.62,44856.39,253,1,0,0,0,0,0,0,0,0,0,1,1940,0
175.15,30881.49,239,0,0,0,1,0,0,0,0,1,0,0,1964,1
1174.77,5754.71,131,0,0,0,0,1,0,0,0,1,0,0,1873,4
1050.82,7236.95,223,0,0,0,0,0,1,0,0,1,0,0,1940,0
2.49,41519.44,633,0,1,0,0,0,0,0,0,0,0,1,1873,0
1031.26,639.44,492,0,1,0,0,0,0,0,0,1,0,0,1873,3
1801.03,22126.74,362,0,1,0,0,0,0,0,0,1,0,0,1964,2
677.5,26959.23,571,0,0,1,0,0,0,0,0,0,1,0,1940,4
1836.46,14039.44,504,0,0,0,0,0,1,0,0,1,0,0,1964,0
1296.97,43299.05,438,0,0,1,0,0,0,0,0,0,0,1,1688,0
926.79,40459.04,185,0,0,1,0,0,0,1,0,0,0,0,1906,1
164.76,44001.1,2,0,0,0,0,0,1,0,0,1,0,0,1964,2
479.68,37111.12,676,0,0,0,0,0,1,0,0,0,1,0,1906,3
749.46,12277.71,252,1,0,0,0,0,0,0,0,0,0,1,1688,3
188.86,16864.31,289,0,0,0,1,0,0,0,0,0,1,0,1873,0
209.87,38272.8,14,0,0,0,0,1,0,1,0,0,0,0,1688,1
1046.88,41999.62,654,0,0,0,1,0,0,0,0,0,0,1,1964,1
317.68,10254.21,544,0,0,1,0,0,0,0,1,0,0,0,1940,3
1812.83,4610.92,56,0,0,1,0,0,0,0,0,1,0,0,1688,1
1401.4,36924.87,310,0,0,0,0,0,1,0,1,0,0,0,1906,2
1810.28,11214.35,686,0,1,0,0,0,0,0,1,0,0,0,1964,1
856.95,37538.96,290,0,0,0,0,0,1,0,1,0,0,0,1688,4
848.99,18507.5,294,0,0,1,0,0,0,0,0,1,0,0,1940,3
1560.47,40113.17,221,0,0,0,0,1,0,0,0,0,1,0,1964,2
1316.35,11758.49,178,0,0,1,0,0,0,0,0,0,0,1,1964,1
1579.27,24409.79,285,1,0,0,0,0,0,1,0,0,0,0,1964,2
304.89,35553.2,545,0,1,0,0,0,0,0,0,0,1,0,1688,4
811.42,13801.61,61,0,1,0,0,0,0,0,0,0,0,1,1906,2
1828.03,17212.29,258,0,0,1,0,0,0,0,0,0,1,0,1940,4
1932.62,23937.1,655,0,0,0,0,1,0,0,1,0,0,0,1873,0
1093.11,15701.86,214,0,0,0,0,0,1,1,0,0,0,0,1906,3
138.07,28983.74,329,0,0,0,1,0,0,0,0,1,0,0,1873,2
117.74,168.04,279,1,0,0,0,0,0,0,0,1,0,0,1873,4
1509.05,43853.03,162,0,0,0,0,0,1,0,1,0,0,0,1906,3
1444.56,6696.22,566,0,0,0,0,1,0,0,0,0,0,1,1873,4
1340.82,49163.8,678,0,0,0,0,1,0,1,0,0,0,0,1940,4
1105.46,45697.79,42,0,0,0,0,0,1,0,1,0,0,0,1873,3
324.22,16046.28,239,0,0,0,1,0,0,0,0,0,0,1,1873,4
707.76,9479.85,313,0,0,0,0,0,1,0,0,0,1,0,1873,4
1497.49,24832.71,574,1,0,0,0,0,0,0,0,0,1,0,1906,4
1082.46,25933.99,631,1,0,0,0,0,0,0,0,0,0,1,1688,3
1207.79,17570.63,382,0,1,0,0,0,0,1,0,0,0,0,1940,3
662.12,32736.71,16,0,1,0,0,0,0,0,0,1,0,0,1964,3
1144.34,23283.41,420,0,0,1,0,0,0,1,0,0,0,0,1873,2
1715.71,30596.46,325,0,0,0,1,0,0,1,0,0,0,0,1906,2
848.84,4333.83,19,1,0,0,0,0,0,0,1,0,0,0,1688,1
1666.43,25116.27,71,0,0,1,0,0,0,0,0,1,0,0,1940,0
1215.55,21900.78,51,0,0,1,0,0,0,0,0,0,1,0,1964,4
845.81,15539.35,654,0,0,0,0,1,0,0,0,0,1,0,1688,0
794.87,18547.4,664,0,0,0,1,0,0,0,0,0,0,1,1906,1
362.31,36683.05,108,0,0,0,0,1,0,0,0,1,0,0,1688,0
397.5,1987.68,603,0,0,0,0,1,0,0,0,0,1,0,1940,4
1210.05,4293.88,722,0,1,0,0,0,0,1,0,0,0,0,1964,3
1421.47,40187.85,658,0,0,1,0,0,0,0,1,0,0,0,1964,0
1802.07,24826.2,601,0,0,1,0,0,0,0,0,0,0,1,1940,3
1564.2,28046.1,217,0,1,0,0,0,0,1,0,0,0,0,1940,4
1565.84,4703.25,378,0,0,0,0,0,1,0,1,0,0,0,1688,1
1202.99,1034.43,131,1,0,0,0,0,0,0,0,0,0,1,1964,4
806.71,46534.18,596,0,0,0,0,0,1,1,0,0,0,0,1688,1
1389.05,31048.13,600,0,0,0,1,0,0,0,0,1,0,0,1940,0
566.37,37631.98,702,0,0,0,0,0,1,1,0,0,0,0,1940,3
735.23,29904.82,534,0,0,0,0,1,0,0,0,0,0,1,1873,0
888.87,14921.91,129,0,0,0,1,0,0,0,0,0,1,0,1906,0
1147.21,23139.35,79,0,0,1,0,0,0,0,0,0,0,1,1964,2
373.01,29338.01,413,0,1,0,0,0,0,1,0,0,0,0,1688,4
161.24,44892.59,423,0,0,0,0,1,0,0,0,0,1,0,1940,1
954.73,14068.85,477,0,0,0,0,1,0,0,1,0,0,0,1964,2
449.46,47019.82,383,0,0,1,0,0,0,0,0,0,0,1,1688,2
85.09,41142.36,411,0,0,0,1,0,0,1,0,0,0,0,1873,1
818.77,46706.97,185,0,0,0,0,0,1,0,0,0,1,0,1964,4
1318.26,34411.79,159,1,0,0,0,0,0,0,0,0,1,0,1964,0
1779.24,17170.32,468,0,0,0,0,1,0,0,0,0,0,1,1873,2
275.59,42538.82,503,0,0,0,0,1,0,0,0,0,0,1,1873,4
811.03,34166.62,502,0,0,0,1,0,0,0,0,0,1,0,1940,4
979.25,42329.67,166,0,0,0,0,1,0,0,1,0,0,0,1873,4
1456.84,29852.96,636,1,0,0,0,0,0,0,0,0,0,1,1873,2
92.92,10297.73,448,0,0,0,0,0,1,0,0,0,0,1,1964,3
498.19,36862.52,338,0,0,0,0,1,0,1,0,0,0,0,1688,1
21.58,23986.72,385,0,0,0,0,0,1,0,0,1,0,0,1873,0
1806.28,3481.13,589,0,1,0,0,0,0,0,1,0,0,0,1873,4
1977.22,23565.78,332,0,0,0,1,0,0,0,0,0,1,0,1906,2
1917.11,49662.65,562,0,0,0,0,0,1,0,1,0,0,0,1964,3
1757.8,34131.06,217,0,0,0,0,1,0,0,0,1,0,0,1688,4
1007.96,14539.48,30,0,0,0,0,0,1,0,1,0,0,0,1906,1
847.75,17721.39,578,0,1,0,0,0,0,1,0,0,0,0,1940,0
770.51,38296.49,408,0,0,0,0,0,1,0,0,0,1,0,1964,1
76.19,36300.72,210,0,0,0,1,0,0,0,1,0,0,0,1940,3
708.13,17195.16,86,0,0,0,1,0,0,0,0,0,1,0,1688,3
376.03,31974.63,106,0,0,0,0,1,0,0,0,0,1,0,1873,2
1034.67,18913.33,174,1,0,0,0,0,0,0,0,0,0,1,1940,0
954.23,23032.0,497,1,0,0,0,0,0,1,0,0,0,0,1688,3
1232.59,18417.62,619,0,1,0,0,0,0,1,0,0,0,0,1688,3
1978.73,23484.19,323,1,0,0,0,0,0,0,0,1,0,0,1873,0
1655.0,15709.74,653,0,0,1,0,0,0,0,0,0,0,1,1940,1
111.44,11578.37,59,0,0,0,0,1,0,0,1,0,0,0,1964,4
117.06,3485.57,274,0,0,0,0,0,1,0,0,0,0,1,1906,4
1329.97,12736.85,3,0,0,0,1,0,0,0,0,1,0,0,1688,0
1204.73,11437.82,446,0,0,1,0,0,0,0,0,0,0,1,1940,1
1264.87,6332.23,69,0,0,0,0,1,0,0,0,1,0,0,1964,1
943.56,42423.79,166,0,0,0,0,1,0,1,0,0,0,0,1964,2
290.98,7969.57,498,0,1,0,0,0,0,0,1,0,0,0,1688,0
54.99,8550.25,306,0,1,0,0,0,0,0,0,1,0,0,1688,4
943.75,36491.42,233,1,0,0,0,0,0,0,0,1,0,0,1906,0
1393.89,13012.94,121,0,1,0,0,0,0,0,0,0,0,1,1688,3
816.14,2257.1,719,0,0,0,0,1,0,0,0,0,0,1,1688,0
174.68,21332.46,152,0,1,0,0,0,0,0,1,0,0,0,1964,3
1222.31,49625.0,188,0,0,0,1,0,0,0,0,1,0,0,1964,1
610.41,12037.34,718,0,0,0,1,0,0,0,0,0,1,0,1964,0
602.33,32298.36,340,1,0,0,0,0,0,0,1,0,0,0,1873,0
338.14,9177.09,147,1,0,0,0,0,0,1,0,0,0,0,1964,0
658.21,47656.64,12,0,1,0,0,0,0,0,1,0,0,0,1964,1
1035.84,5329.66,160,0,0,1,0,0,0,0,0,1,0,0,1906,3
1172.55,44579.26,597,0,0,0,0,0,1,0,1,0,0,0,1873,0
1516.28,3985.0,504,0,0,0,0,1,0,0,1,0,0,0,1688,4
350.78,13289.72,508,0,0,0,0,0,1,0,0,0,1,0,1964,0
1427.42,38115.5,358,0,0,0,0,1,0,0,1,0,0,0,1964,4
1715.86,42506.96,724,0,0,1,0,0,0,1,0,0,0,0,1906,1
124.05,16781.45,76,0,0,0,0,0,1,0,0,0,1,0,1964,1
1890.9,20022.68,292,0,1,0,0,0,0,0,0,0,0,1,1688,2
1898.17,4350.23,32,0,0,1,0,0,0,1,0,0,0,0,1964,4
1385.04,5845.84,292,0,0,1,0,0,0,0,0,1,0,0,1688,0
1307.94,49505.45,112,1,0,0,0,0,0,1,0,0,0,0,1873,4
1211.73,18489.4,615,0,0,0,1,0,0,1,0,0,0,0,1964,1
998.48,31986.9,413,0,0,0,0,1,0,1,0,0,0,0,1940,2
1828.73,20826.07,136,0,0,0,0,1,0,0,0,1,0,0,1906,3
1385.18,6737.24,524,0,0,0,0,0,1,0,1,0,0,0,1940,2
1616.21,46874.83,337,0,0,0,1,0,0,0,1,0,0,0,1906,4
1351.54,10534.57,656,0,0,1,0,0,0,0,1,0,0,0,1688,0
566.5,15524.02,508,1,0,0,0,0,0,0,0,0,1,0,1873,1
65.73,44781.36,646,0,1,0,0,0,0,1,0,0,0,0,1906,3
1257.7,42054.95,648,0,0,1,0,0,0,0,1,0,0,0,1906,4
1313.0,15171.94,510,0,0,0,1,0,0,0,0,0,1,0,1906,0
1629.21,18626.93,629,1,0,0,0,0,0,0,0,0,0,1,1873,2
1326.26,3947.01,404,0,1,0,0,0,0,0,0,0,1,0,1964,0
303.69,23964.26,521,0,1,0,0,0,0,0,1,0,0,0,1964,4
1834.2,12305.46,613,0,0,0,0,1,0,0,0,0,1,0,1873,3
30.44,39072.81,722,0,0,1,0,0,0,1,0,0,0,0,1964,3
1338.37,36887.83,694,0,0,0,0,1,0,1,0,0,0,0,1940,2
419.65,9194.22,533,1,0,0,0,0,0,0,0,0,0,1,1906,0
1255.63,12574.96,119,1,0,0,0,0,0,1,0,0,0,0,1688,0
435.6,39955.83,326,0,0,1,0,0,0,0,1,0,0,0,1964,2
999.84,48676.05,11,0,1,0,0,0,0,0,0,0,1,0,1873,2
1195.37,33352.65,108,1,0,0,0,0,0,0,0,0,1,0,1964,1
1001.56,46842.28,22,0,0,0,1,0,0,0,0,0,1,0,1940,2
1734.03,39488.85,600,0,0,0,0,1,0,0,0,0,0,1,1688,2
213.07,38539.35,189,0,1,0,0,0,0,1,0,0,0,0,1906,0
1887.22,30236.83,188,0,0,0,0,0,1,0,1,0,0,0,1906,0
6.54,1327.87,94,0,0,0,0,0,1,0,1,0,0,0,1940,1
800.81,32753.97,266,0,0,0,1,0,0,0,0,1,0,0,1964,4
1750.61,47878.97,365,0,0,1,0,0,0,0,0,1,0,0,1688,3
536.55,39275.9,559,1,0,0,0,0,0,1,0,0,0,0,1906,4
1985.93,27129.38,447,1,0,0,0,0,0,0,0,0,1,0,1940,1
1762.78,43591.62,371,0,0,1,0,0,0,0,1,0,0,0,1940,2
1904.7,33292.59,11,0,1,0,0,0,0,0,1,0,0,0,1688,2
1812.89,12352.54,425,0,1,0,0,0,0,0,1,0,0,0,1940,0
1062.14,27775.87,18,0,0,0,0,0,1,0,1,0,0,0,1964,3
1836.42,29612.44,446,0,0,1,0,0,0,0,0,1,0,0,1964,0
351.85,42061.5,358,0,0,0,0,1,0,0,0,1,0,0,1964,0
1853.33,45686.3,692,0,0,0,1,0,0,0,0,1,0,0,1688,4
325.17,35514.77,641,0,0,0,0,1,0,1,0,0,0,0,1964,1
284.75,6823.57,43,0,0,0,0,1,0,0,0,1,0,0,1873,0
393.94,19315.46,231,0,0,0,1,0,0,0,0,0,1,0,1940,2
195.41,15856.77,444,0,0,0,0,0,1,0,1,0,0,0,1964,2
1574.82,49830.39,605,0,0,0,0,0,1,0,1,0,0,0,1940,4
155.9,32332.16,367,0,0,0,1,0,0,0,1,0,0,0,1873,1
1543.73,40948.03,594,1,0,0,0,0,0,0,0,0,0,1,1964,2
348.47,26339.94,329,0,0,0,1,0,0,0,0,0,0,1,1940,2
835.98,1164.27,629,0,0,0,0,0,1,1,0,0,0,0,1906,1
159.8,20536.67,719,0,0,1,0,0,0,0,0,1,0,0,1940,4
791.35,49866.08,587,0,0,1,0,0,0,0,0,0,0,1,1964,1
725.47,3527.35,116,0,0,1,0,0,0,0,0,0,0,1,1940,4
1839.53,12260.03,376,0,0,0,1,0,0,1,0,0,0,0,1688,1
1542.4,17262.25,487,0,0,0,0,1,0,0,0,0,1,0,1688,2
248.41,10213.18,425,0,1,0,0,0,0,0,0,0,0,1,1906,0
1457.28,9608.23,157,1,0,0,0,0,0,0,1,0,0,0,1688,2
808.97,48968.14,544,0,0,0,0,0,1,0,1,0,0,0,1688,3
1709.17,20747.69,8,0,0,1,0,0,0,0,0,0,1,0,1906,2
25.31,12419.54,603,0,0,0,0,1,0,1,0,0,0,0,1873,2
1924.52,5146.16,545,0,0,0,0,1,0,0,0,1,0,0,1906,3
371.46,44387.32,714,0,0,1,0,0,0,0,1,0,0,0,1873,4
1605.35,10540.1,2,1,0,0,0,0,0,0,0,1,0,0,1964,0
1837.15,41219.37,577,0,1,0,0,0,0,0,0,0,1,0,1964,4
189.31,47974.68,304,0,0,1,0,0,0,0,0,0,0,1,1873,0
790.09,44263.13,22,0,0,1,0,0,0,0,0,0,1,0,1688,1
353.06,45815.69,344,0,0,0,0,1,0,0,0,0,1,0,1906,2
1757.52,6679.88,354,0,0,0,0,1,0,1,0,0,0,0,1873,2
41.25,1068.16,53,0,1,0,0,0,0,0,0,1,0,0,1873,0
1152.74,39438.54,654,0,0,0,1,0,0,0,0,0,0,1,1906,4
1815.61,17109.44,400,0,0,0,1,0,0,0,0,0,0,1,1964,4
1632.51,28979.82,308,0,0,0,1,0,0,0,0,0,1,0,1940,2
1077.26,35886.59,573,0,0,0,0,1,0,1,0,0,0,0,1688,1
361.27,36847.86,488,0,0,0,0,1,0,0,0,0,0,1,1964,3
974.29,2148.17,695,0,0,0,0,0,1,0,1,0,0,0,1873,3
352.06,41749.36,693,0,1,0,0,0,0,1,0,0,0,0,1873,0
1883.08,22737.92,554,1,0,0,0,0,0,1,0,0,0,0,1906,4
680.02,18761.92,397,0,1,0,0,0,0,0,0,0,0,1,1964,1
378.26,27518.09,445,0,0,0,1,0,0,1,0,0,0,0,1873,3
1037.52,21676.73,517,0,0,0,0,1,0,1,0,0,0,0,1964,2
649.59,12594.25,285,0,0,0,0,1,0,0,0,0,1,0,1964,2
67.29,28004.65,251,1,0,0,0,0,0,0,0,1,0,0,1873,0
1227.6,8769.05,262,0,0,0,0,0,1,0,0,0,1,0,1688,2
637.04,8652.68,331,0,1,0,0,0,0,1,0,0,0,0,1906,1
778.83,26105.22,605,0,0,0,0,0,1,1,0,0,0,0,1906,4
608.59,49068.4,558,0,0,1,0,0,0,0,0,0,1,0,1688,4
357.9,13792.51,363,0,0,0,0,0,1,0,0,0,0,1,1906,2
1639.8,20784.82,347,0,0,0,0,0,1,0,1,0,0,0,1940,0
1089.55,14906.56,160,0,1,0,0,0,0,1,0,0,0,0,1688,0
143.79,4145.1,239,0,0,0,1,0,0,0,0,1,0,0,1940,4
